id	name	def	synonyms	is_a	xrefs
CHEMONTID:0000075	Pyrimidines and pyrimidine derivatives	"Compounds containing a pyrimidne ring, which is a six-member aromatic heterocycle which consists of two nitrogen atoms (at positions 1 and 3) and four carbon atoms."" []"	"['pyrimidines"" RELATED ChEBI_TERM [CHEBI:39447]', 'Pyrimidines"" EXACT MeSH_TERM [MESH:D011743, MESH:D03.383.742]']"	CHEMONTID:0001346	
CHEMONTID:0000076	Furans	"Compounds containing a furan ring, which is a five-member aromatic ring with one oxygen atom, four carbon atoms."" []"	"['furans"" RELATED ChEBI_TERM [CHEBI:24129]', 'Furans"" EXACT MeSH_TERM [MESH:D005663, MESH:D03.383.312]', 'Oxoles"" EXACT CHEMONT_TERM []']"	CHEMONTID:0000002	['Wikipedia:Category\\:Furans']
CHEMONTID:0000077	Thiosalicylic acids and derivatives	"Compounds containing a benzene ring which bears a carboxyl group (or a derivative thereof) and a sulfhydryl functional group at positions 1 and 2, respectively."" []"	"['2-Mercaptobenzoic Acids"" EXACT CHEMONT_TERM []', '2-Sulfanylbenzoic Acids"" EXACT CHEMONT_TERM []', 'Benzoates"" BROAD MeSH_TERM [MESH:D02.241.223.100]', 'o-Mercaptobenzoic Acids"" EXACT CHEMONT_TERM []', 'o-Sulfanylbenzoic Acids"" EXACT CHEMONT_TERM []', 'thiol"" BROAD ChEBI_TERM [CHEBI:29256]']"	CHEMONTID:0002086	
CHEMONTID:0000078	Imidazoles	"Compounds containing an imidazole ring, which is an aromatic five-member ring with two nitrogen atoms at positions 1 and 3, and three carbon atoms."" []"	"['an imidazole"" RELATED CHEMONT_TERM []', 'an imidazole"" EXACT CHEMONT_TERM []', 'imidazoles"" RELATED ChEBI_TERM [CHEBI:24780]', 'Imidazoles"" EXACT MeSH_TERM [MESH:D007093, MESH:D03.383.129.308]']"	CHEMONTID:0000436	['Wikipedia:Category\\:Imidazoles']
CHEMONTID:0000079	Imidazolines	"Organic compounds containing an imidazoline ring, which is an unsaturated ring (derived from imidazole) with two nitrogen atoms at positions 1 and 3 respectively, and containing only one CN double bond."" []"	"['dihydroimidazoles"" EXACT CHEMONT_TERM []', 'imidazolines"" RELATED ChEBI_TERM [CHEBI:53095]', 'Imidazolines"" EXACT MeSH_TERM [MESH:D03.383.129.308.436, MESH:D048288]']"	CHEMONTID:0002490	
CHEMONTID:0000080	Indazoles	"Compounds containing an indazole, which is structurally characterized by a pyrazole fused to a benzene."" []"	"['indazoles"" RELATED ChEBI_TERM [CHEBI:38769]', 'Indazoles"" EXACT MeSH_TERM [MESH:D007191, MESH:D03.383.129.539.487, MESH:D03.438.449]']"	CHEMONTID:0001629	
CHEMONTID:0000081	Isoxazoles	"Heterocyclic organic compounds containing an isoxazole moiety, with a structure characterized by a five-member aromatic ring with one oxygen atom and one nitrogen atom at ring positions 1 and 2, respectively."" []"	"['isoxazoles"" RELATED ChEBI_TERM [CHEBI:55373]', 'Isoxazoles"" EXACT MeSH_TERM [MESH:D007555, MESH:D03.383.129.385]']"	CHEMONTID:0000436	
CHEMONTID:0000082	Oxazines	"Compounds containing an oxazine moiety, which consists of an unsaturated aliphatic six-member ring with one oxygen atom, a nitrogen atom, four carbon atoms, and two double bonds. Isomers  of oxaphospholane include 1,2-oxazine, 1,3-oxazine, and 1,4-oxazine."" []"	"['an oxazine"" EXACT CHEMONT_TERM []', 'organonitrogen heterocyclic compound"" BROAD ChEBI_TERM [CHEBI:38101]', 'organooxygen compound"" BROAD ChEBI_TERM [CHEBI:36963]', 'Oxazines"" EXACT MeSH_TERM [MESH:D010078, MESH:D03.383.533]']"	CHEMONTID:0000002	['Wikipedia:Oxazines']
CHEMONTID:0000083	Oxazoles	"Compounds containing an oxazole ring, which is a five-membered aromatic heterocycle with one  oxygen, one nitrogen, and three carbon atoms. Isomers include 1,2-oxazole and 1,3-oxazole."" []"	"['oxazole"" RELATED ChEBI_TERM [CHEBI:35790]', 'Oxazoles"" EXACT MeSH_TERM [MESH:D010080, MESH:D03.383.129.462]']"	CHEMONTID:0000436	['Wikipedia:Category\\:Oxazoles']
CHEMONTID:0000084	Oxazolines	"Organic compounds containing 1,3-oxazoline, a five-membered ring with a nitrogen and an oxygen atoms at the 1- and 3-position, respectively. Additionally, it contains two double bonds."" []"	"['oxazole"" RELATED ChEBI_TERM [CHEBI:35790]']"	CHEMONTID:0002490	
CHEMONTID:0000085	Phosphinines	"Compounds containing a phosphinine ring, which is a benzene derivative where a carbon ring is replaced by a phosphorus atom."" []"	"['organic heterocyclic compound"" BROAD ChEBI_TERM [CHEBI:24532]', 'organophosphorus compound"" BROAD ChEBI_TERM [CHEBI:25710]']"	CHEMONTID:0002052	
CHEMONTID:0000086	Pyrans	"Compounds containing a pyran ring, which is a six-member heterocyclic, non-aromatic ring with five carbon atoms, one oxygen atom and  two ring double bonds."" []"	"['a pyran"" EXACT CHEMONT_TERM []', 'pyrans"" RELATED ChEBI_TERM [CHEBI:26407]', 'Pyrans"" EXACT MeSH_TERM [MESH:D011714, MESH:D03.383.663, MESH:D03.830]']"	CHEMONTID:0000002	
CHEMONTID:0000087	Pyrazoles	"Compounds containing a pyrazole ring, which is a five-member aromatic ring with two nitrogen atoms (at positions 1 and 2) and three carbon atoms."" []"	"['pyrazoles"" RELATED ChEBI_TERM [CHEBI:26410]', 'Pyrazoles"" EXACT MeSH_TERM [MESH:D011720, MESH:D03.383.129.539]']"	CHEMONTID:0000436	
CHEMONTID:0000088	Pyrazolines	"Compounds containing a pyrazoline ring, which is a five-member saturated aliphatic ring with two nitrogen atoms (at positions 1 and 2) and three carbon atoms."" []"	"['pyrazolidines"" RELATED ChEBI_TERM [CHEBI:38312]']"	CHEMONTID:0002490	
CHEMONTID:0000089	Pyridines and derivatives	"Compounds containing a pyridine ring, which is a six-member aromatic heterocycle which consists of one nitrogen atom and five carbon atoms."" []"	"['pyridines"" RELATED ChEBI_TERM [CHEBI:26421]', 'Pyridines"" EXACT MeSH_TERM [MESH:D011725, MESH:D03.383.725]']"	CHEMONTID:0000002	
CHEMONTID:0000090	Pyrroles	"Compounds containing a pyrrole ring, which is a five-member aromatic heterocycle with one nitrogen atom and four carbon atoms."" []"	"['pyrroles"" RELATED ChEBI_TERM [CHEBI:26455]', 'Pyrroles"" EXACT MeSH_TERM [MESH:D011758, MESH:D03.383.129.578]']"	CHEMONTID:0000002	['Wikipedia:Category\\:Pyrroles']
CHEMONTID:0000091	Pyrrolines	"Compounds containing a pyrroline ring, which is a five-member unsaturated aliphatic ring with one nitrogen atom and four carbon atoms."" []"	"['pyrroline"" RELATED ChEBI_TERM [CHEBI:23763]']"	CHEMONTID:0000002	
CHEMONTID:0000092	Tetrazines	"Organic compounds containing a tetrazine ring, which is a six-membered aromatic heterocycle made up of four nitrogen atoms and a two carbon atoms."" []"	"['organonitrogen heterocyclic compound"" BROAD ChEBI_TERM [CHEBI:38101]']"	CHEMONTID:0000002	
CHEMONTID:0000093	Thiadiazoles	"Cyclic organic compounds containing a thiadiazole ring, which is a five-membered aromatic heterocycle made up of one sulfur atom and two nitrogen atoms."" []"	"['thiadiazoles"" RELATED ChEBI_TERM [CHEBI:38099]', 'Thiadiazoles"" EXACT MeSH_TERM [MESH:D013830, MESH:D02.886.675.867, MESH:D03.383.129.708.867]']"	CHEMONTID:0000436	['Wikipedia:Category\\:Thiadiazoles']
CHEMONTID:0000094	Thiazines	"Heterocyclic compounds containing an aliphatic unsaturated six-member ring with four carbon atoms, one sulfur atom, and one nitrogen. Isomers include 1,2-thiazines, 1,3-thiazines, and 1,4-thiazines."" []"	"['thiazine"" RELATED ChEBI_TERM [CHEBI:38326]', 'Thiazines"" EXACT MeSH_TERM [MESH:D013843, MESH:D02.886.665, MESH:D03.383.855]']"	CHEMONTID:0000002	
CHEMONTID:0000095	Thiazoles	"Heterocyclic compounds containing a five-member aromatic ring made up of one sulfur atom, one nitrogen, and three carbon atoms."" []"	"['thiazoles"" RELATED ChEBI_TERM [CHEBI:48901]', 'Thiazoles"" EXACT MeSH_TERM [MESH:D013844, MESH:D02.886.675, MESH:D03.383.129.708]']"	CHEMONTID:0000436	
CHEMONTID:0000096	Thiepins	"Heterocyclic compounds containing an unsaturated seven-member heterocycle, with six carbon atoms and one sulfur atom."" []"	"['organosulfur heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38106]', 'Thiepines"" RELATED CHEMONT_TERM []', 'Thiepins"" EXACT MeSH_TERM [MESH:D013846, MESH:D02.886.680, MESH:D03.383.886]']"	CHEMONTID:0000002	['Wikipedia:Category\\:Thiepines']
CHEMONTID:0000097	Thiophenes	"Compounds containing a five-membered aromatic moiety made up of one sulfur atom and four carbon atoms."" []"	"['thiophenes"" RELATED ChEBI_TERM [CHEBI:26961]', 'Thiophenes"" EXACT MeSH_TERM [MESH:D02.886.778, MESH:D03.383.903]']"	CHEMONTID:0000002	['Wikipedia:Category\\:Thiophenes']
CHEMONTID:0000098	Triazines	"Compounds containing a triazine ring, which is a heterocyclic ring, similar to the six-member benzene ring but with three carbons replaced by nitrogen atoms."" []"	"['triazines"" RELATED ChEBI_TERM [CHEBI:38102]']"	CHEMONTID:0000002	['Wikipedia:Category\\:Triazines']
CHEMONTID:0000099	Triazoles	"Compounds containing  a five-member aromatic ring of two carbon atoms and three nitrogen atoms."" []"	"['triazoles"" RELATED ChEBI_TERM [CHEBI:35727]', 'Triazoles"" EXACT MeSH_TERM [MESH:D014230, MESH:D03.383.129.799]']"	CHEMONTID:0000436	
CHEMONTID:0000100	Phenanthridines and derivatives	"Polycyclic compounds containing a phenanthridine moiety, which is a tricyclic system with two benzene rings joined by a pyridine forming a non-linear skeleton. Hydrogenated derivatives are also included."" []"	"['phenanthridines"" RELATED ChEBI_TERM [CHEBI:51245]', 'Phenanthridines"" EXACT MeSH_TERM [MESH:D010617, MESH:D03.494.633]']"	CHEMONTID:0001908	
CHEMONTID:0000101	Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids	"Sesquiterpenoids with a structure based on the eudesmane skeleton."" [ISBN:9780412466205]"	"['C15 isoprenoids (sesquiterpenes)"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PR0103]', 'Cycloeudesmane sesquiterpenoids"" NARROW LIPIDMAPS_TERM [LIPIDMAPS:PR010323]', 'eudesmane sesquiterpenoid"" RELATED ChEBI_TERM [CHEBI:62508]', 'Eudesmane sesquiterpenoids"" NARROW LIPIDMAPS_TERM [LIPIDMAPS:PR010319]', 'Sesquiterpenes, Eudesmane"" BROAD MeSH_TERM [MESH:D02.455.849.765.775]']"	CHEMONTID:0001550	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0000102	Azetidines	"Organic compounds containing a saturated four-member heterocycle where one nitrogen atom replaces a carbon atom."" []"	"['azetidines"" RELATED ChEBI_TERM [CHEBI:38777]', 'Azetidines"" EXACT MeSH_TERM [MESH:D001384, MESH:D03.383.082.301]']"	CHEMONTID:0000002	
CHEMONTID:0000103	Aziridines	"Organic compounds containing a saturated three-member heterocycle with one amino group and two methylene groups."" []"	"['aziridines"" RELATED ChEBI_TERM [CHEBI:22681]', 'Aziridines"" EXACT MeSH_TERM [MESH:D001388, MESH:D03.383.097.217]']"	CHEMONTID:0000002	['Wikipedia:Category\\:Aziridines']
CHEMONTID:0000104	Azirines	"Organic compounds containing an unsaturated three-member heterocycle with one amino group and a double bond."" []"	"['azirine"" RELATED ChEBI_TERM [CHEBI:47848]', 'Azirines"" EXACT MeSH_TERM [MESH:D001389, MESH:D03.383.097]']"	CHEMONTID:0000002	
CHEMONTID:0000105	Dioxolanes	"Compounds containing a dioxolane ring, which is a five-membered saturated ring of two oxygen atoms and three carbon atoms. The dioxolanes are divided in 1,2-dioxolanes, and 1,3-dioxolanes."" []"	"['dioxolane"" RELATED ChEBI_TERM [CHEBI:39430]', 'Dioxolanes"" EXACT MeSH_TERM [MESH:D004148, MESH:D03.383.246.238]']"	CHEMONTID:0000002	['Wikipedia:Category\\:Dioxolanes']
CHEMONTID:0000106	Oxathiolanes	"Compounds containing an oxathiolane moiety, which consists of a saturated aliphatic five-member ring with one oxygen atom, a sulfur atom, and three carbon atoms. Isomers  of oxaphospholane include meta-oxathiolane, and ortho-oxathiolane."" []"	"['oxathiolane"" RELATED ChEBI_TERM [CHEBI:78801]']"	CHEMONTID:0000002	
CHEMONTID:0000107	Oxazinanes	"Compounds containing an oxazinane moiety, which consists of a saturated aliphatic six-member ring with one oxygen atom, a nitrogen atom, and four carbon atoms. Isomers  of oxaphospholane include 1,2-oxazinane, 1,3-oxazinane, and 1,4-oxazinane."" []"	"['oxazinane"" RELATED ChEBI_TERM [CHEBI:46952]']"	CHEMONTID:0000002	
CHEMONTID:0000108	Oxazolidines	"Compounds containing an oxazolidine moiety, which consists of a saturated aliphatic five-member ring with one oxygen atom, one nitrogen, three carbon atoms, and two double bonds."" []"	"['oxazolidines"" RELATED ChEBI_TERM [CHEBI:38329]']"	CHEMONTID:0002491	
CHEMONTID:0000109	Pteridines and derivatives	"Polycyclic aromatic compounds containing a pteridine moiety, which consists of a pyrimidine fused to a pyrazine ring to form  pyrimido(4,5-b)pyrazine."" []"	"['pteridines"" RELATED ChEBI_TERM [CHEBI:26373]', 'Pteridines"" EXACT MeSH_TERM [MESH:D011621, MESH:D03.438.733]']"	CHEMONTID:0000002	
CHEMONTID:0000110	Pterins and derivatives	"Polycyclic aromatic compounds containing a pterin moiety, which consist of a pteridine ring bearing a ketone and an amine group to form 2-aminopteridin-4(3H)-one."" []"	"['pterins"" RELATED ChEBI_TERM [CHEBI:26375]', 'Pterins"" EXACT MeSH_TERM [MESH:D011622, MESH:D03.438.733.631, MESH:D23.767.831]']"	CHEMONTID:0000109	
CHEMONTID:0000111	Tetrazoles	"Organic compounds containing a tetrazole ring, which is a five-member aromatic heterocycle made up of four nitrogen atoms and a one carbon atom."" []"	"['tetrazoles"" RELATED ChEBI_TERM [CHEBI:35689]', 'Tetrazoles"" EXACT MeSH_TERM [MESH:D013777, MESH:D03.383.129.617]', 'tetrazoles"" EXACT CHEMONT_TERM []']"	CHEMONTID:0000436	
CHEMONTID:0000112	Hydrazines and derivatives	"Compounds comprising the hydrazine functional group, with the general formula R1R2NNR3R4."" [ISBN:0967855098]"	"['hydrazines"" EXACT IUPAC_TERM [ISBN:0967855098]', 'hydrazines"" EXACT ChEBI_TERM [CHEBI:24631]']"	CHEMONTID:0000278	"['ISBN:0967855098 ""IUPAC. Compendium of Chemical Terminology, 2nd ed. (the \'Gold Book\'). Compiled by A. D. McNaught and A. Wilkinson. Blackwell Scientific Publications, Oxford (1997).']"
CHEMONTID:0000113	Phenylhydrazines	"Compounds containing a phenylhydrazide moiety, which consists of a hydrazide substituent attached to a phenyl group."" []"	"['phenylhydrazines"" EXACT ChEBI_TERM [CHEBI:25996]', 'Phenylhydrazines"" EXACT MeSH_TERM [MESH:D010659, MESH:D02.442.726]']"	CHEMONTID:0002279	
CHEMONTID:0000114	Semicarbazides	"Organic compounds containing the semicarbazide functional group with the general structure R1(N)R2NR3C(=O)N(R4)R5 (R1-R5=H, alkyl, aryl), a derivative of urea, where the amine group on one side has been replace by a hydrazine group."" []"	"['Semicarbazides"" EXACT MeSH_TERM [MESH:D012663, MESH:D02.845]', 'ureas"" BROAD ChEBI_TERM [CHEBI:47857]']"	CHEMONTID:0000112	
CHEMONTID:0000115	Semicarbazones	"Organic compounds containing the semicarbazone functional group, with the general structure R2C=NNHC(=O)NH2."" [ISBN:0967855098]"	"['hydrazone"" BROAD ChEBI_TERM [CHEBI:38532]', 'semicarbazones"" EXACT IUPAC_TERM [ISBN:0967855098]', 'Semicarbazones"" EXACT MeSH_TERM [MESH:D012664, MESH:D02.845.746]']"	CHEMONTID:0000114	"['ISBN:0967855098 ""IUPAC. Compendium of Chemical Terminology, 2nd ed. (the \'Gold Book\'). Compiled by A. D. McNaught and A. Wilkinson. Blackwell Scientific Publications, Oxford (1997).']"
CHEMONTID:0000116	Hydrazones	"Compounds containing an N-Alkylidene derivative of hydrazine. They have the generic structure RNN=C(R')R\"" (R,R',R\""= H or organyl group)."" []"	"['hydrazone"" EXACT ChEBI_TERM [CHEBI:38532]', 'hydrazone"" EXACT CHEMONT_TERM []', 'Hydrazones"" EXACT MeSH_TERM [MESH:D006835, MESH:D02.442.288]']"	CHEMONTID:0000112	
CHEMONTID:0000117	Imines	"Compounds containing an imine functional group, with the general structure RN=CR2 (R = H, hydrocarbyl)."" []"	"['imine"" EXACT ChEBI_TERM [CHEBI:24783]']"	CHEMONTID:0000278	
CHEMONTID:0000118	Ketones	"Organic compounds  in which a carbonyl group is bonded to two carbon atoms R2C=O (neither R may be a hydrogen atom). Ketones that have one or more alpha-hydrogen atoms undergo keto-enol tautomerization, the tautomer being an enol."" []"	"['ketone"" EXACT ChEBI_TERM [CHEBI:17087]', 'ketones"" EXACT IUPAC_TERM [ISBN:0967855098]', 'Ketones"" EXACT MeSH_TERM [MESH:D007659, MESH:D02.522]']"	CHEMONTID:0001831	"['ISBN:0967855098 ""IUPAC. Compendium of Chemical Terminology, 2nd ed. (the \'Gold Book\'). Compiled by A. D. McNaught and A. Wilkinson. Blackwell Scientific Publications, Oxford (1997).']"
CHEMONTID:0000119	Acetophenones	"Organic compounds containing the acetophenone structure."" []"	"['acetophenones"" EXACT ChEBI_TERM [CHEBI:22187]', 'Acetophenones"" EXACT MeSH_TERM [MESH:D000098, MESH:D02.522.120]']"	CHEMONTID:0002279	
CHEMONTID:0000120	Benzophenones	"Organic compounds containing a ketone attached to two phenyl groups."" []"	"['benzophenones"" EXACT ChEBI_TERM [CHEBI:22726]', 'Benzophenones"" EXACT MeSH_TERM [MESH:D001577, MESH:D02.455.426.559.389.115.124, MESH:D02.522.223]']"	CHEMONTID:0002279	
CHEMONTID:0000121	Thioketones	"Compounds in which the oxygen of a ketone has been replaced by divalent sulfur R2C=S ( R not H ). Thioketones that have an alpha-hydrogen interconvert with Thioenols. Moreover, they interconvert with thioaldehydes."" []"	"['thioketone"" EXACT ChEBI_TERM [CHEBI:36579]', 'thioketones"" EXACT IUPAC_TERM [ISBN:0967855098]', 'Thiones"" EXACT CHEMONT_TERM []']"	CHEMONTID:0001198	
CHEMONTID:0000122	Alpha-amino ketones	"Ketones containing a carboxylic acid, and an amine group attached to the alpha carbon atom relative to C=O group."" []"	"['ketone"" BROAD ChEBI_TERM [CHEBI:17087]', 'organic amino compound"" BROAD ChEBI_TERM [CHEBI:50047]', 'Thiones"" BROAD MeSH_TERM [MESH:D013871, MESH:D02.886.753]']"	CHEMONTID:0000118	
CHEMONTID:0000123	Benzopyrans	"Organic compounds containing a benzene ring fused to a pyran ring. Pyran a six-membered heterocyclic, non-aromatic ring, made up of five carbon atoms and one oxygen atom and containing two double bonds."" []"	"['benzopyran"" RELATED ChEBI_TERM [CHEBI:22727]', 'Benzopyranoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PK1311]', 'Benzopyrans"" BROAD MeSH_TERM [MESH:D001578, MESH:D03.438.150, MESH:D03.830.219]']"	CHEMONTID:0000002	
CHEMONTID:0000124	Aldehydes	"Organic compounds containing the aldehyde functional group."" []"	"['aldehyde"" EXACT ChEBI_TERM [CHEBI:17478]', 'aldehydes"" EXACT IUPAC_TERM [ISBN:0967855098]', 'Aldehydes"" EXACT MeSH_TERM [MESH:D000447, MESH:D02.047]', 'An aldehyde"" EXACT UniProt_TERM []']"	CHEMONTID:0001831	"['ISBN:0967855098 ""IUPAC. Compendium of Chemical Terminology, 2nd ed. (the \'Gold Book\'). Compiled by A. D. McNaught and A. Wilkinson. Blackwell Scientific Publications, Oxford (1997).']"
CHEMONTID:0000125	Quinomethanes	"Organic compounds containing a cyclohexene or cyclohexadiene ring that bears a methylidene group and a ketone group. Isomers include m-quinomethane (6-methylidenecyclohex-2-en-1-one), o-quinomethane (5-methylidenecyclohex-2-en-1-one), and p-quinomethane (4-methylidenecyclohexa-2,5-dien-1-one)."" []"	"['quinomethanes"" RELATED ChEBI_TERM [CHEBI:52404]']"	CHEMONTID:0003487	"['ISBN:0967855098 ""IUPAC. Compendium of Chemical Terminology, 2nd ed. (the \'Gold Book\'). Compiled by A. D. McNaught and A. Wilkinson. Blackwell Scientific Publications, Oxford (1997).']"
CHEMONTID:0000126	Organic azides	"Compounds bearing the group N3, viz. -N=N+=N-; usually attached to carbon, e.g. PhN3 phenyl azide or azidobenzene."" [ISBN:0967855098]"	"['azide"" BROAD ChEBI_TERM [CHEBI:22680]']"	CHEMONTID:0003865	"['ISBN:0967855098 ""IUPAC. Compendium of Chemical Terminology, 2nd ed. (the \'Gold Book\'). Compiled by A. D. McNaught and A. Wilkinson. Blackwell Scientific Publications, Oxford (1997).', 'PMID:16100733 ""Bräse S. et al. (2005). Organic azides: an exploding diversity of a unique class of compounds. Angew Chem Int Ed Engl., 44(33), pp 5188-5240.']"
